date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2014-09-22,4.02,4.02,3.9,3.85,302546.59,-0.13,-3.23,4.066,3.819,3.516,652415.64,538962.6,317379.61,4.58
2014-09-19,4.04,4.08,4.03,3.95,359365.81,-0.01,-0.25,4.084,3.757,3.487,785596.3,518077.43,310484.22,5.44
2014-09-18,4.06,4.13,4.04,3.97,403321.56,-0.08,-1.94,4.022,3.68,3.449,778685.99,490573.04,297543.92,6.11
2014-09-17,4.13,4.18,4.12,3.94,854813.75,-0.12,-2.83,3.89,3.6,3.412,745681.39,460551.62,286467.93,12.95
2014-09-16,3.85,4.39,4.24,3.83,1342030.5,0.25,6.27,3.756,3.51,3.369,649595.6,383424.49,250777.74,20.33
2014-09-15,3.84,4.09,3.99,3.73,968449.88,0.27,7.26,3.572,3.406,3.321,425509.55,257598.72,189012.02,14.67
2014-09-12,3.38,3.72,3.72,3.37,324814.25,0.34,10.06,3.43,3.321,3.285,250558.56,167484.6,147249.1,4.92
2014-09-11,3.4,3.48,3.38,3.37,238298.55,-0.07,-2.03,3.338,3.26,3.263,202460.09,143466.26,139115.19,3.61
2014-09-10,3.3,3.48,3.45,3.29,374384.84,0.13,3.92,3.31,3.24,3.26,175421.85,130925.74,143103.03,5.67
2014-09-09,3.28,3.37,3.32,3.27,221600.23,0.04,1.22,3.264,3.218,3.251,117253.37,106895.23,129089.48,3.36
2014-09-05,3.26,3.29,3.28,3.24,93694.93,0.02,0.61,3.24,3.212,3.249,89687.9,95796.62,123998.73,1.42
2014-09-04,3.25,3.27,3.26,3.23,84321.92,0.02,0.62,3.212,3.216,3.248,84410.65,102891.02,125021.26,1.28
2014-09-03,3.22,3.25,3.24,3.2,103107.34,0.02,0.62,3.182,3.218,3.248,84472.44,104514.8,130765.81,1.56
2014-09-02,3.21,3.23,3.22,3.15,83542.41,0.02,0.62,3.17,3.224,3.253,86429.62,112384.24,140071.19,1.27
2014-09-01,3.14,3.22,3.2,3.11,83772.89,0.06,1.91,3.172,3.228,3.26,96537.09,118130.99,154442.51,1.27
2014-08-29,3.11,3.14,3.14,3.09,67308.68,0.03,0.96,3.184,3.236,3.26,101905.34,120425.32,157805.04,1.02
2014-08-28,3.18,3.2,3.11,3.1,84630.86,-0.07,-2.2,3.22,3.249,3.26,121371.38,127013.6,165892.9,1.28
2014-08-27,3.21,3.23,3.18,3.16,112893.28,-0.05,-1.55,3.254,3.265,3.265,124557.17,134764.12,170453.02,1.71
2014-08-26,3.26,3.32,3.23,3.21,134079.75,-0.03,-0.92,3.278,3.28,3.267,138338.85,155280.33,179866.31,2.03
2014-08-25,3.31,3.31,3.26,3.26,110614.11,-0.06,-1.81,3.284,3.284,3.263,139724.89,151283.72,180520.27,1.68
2014-08-22,3.26,3.35,3.32,3.25,164638.91,0.04,1.22,3.288,3.286,3.256,138945.31,152200.84,184819.76,2.49
2014-08-21,3.3,3.3,3.28,3.24,100559.8,-0.02,-0.61,3.278,3.28,3.245,132655.81,147151.5,183662.15,1.52
2014-08-20,3.27,3.34,3.3,3.26,181801.7,0.04,1.23,3.276,3.277,3.233,144971.06,157016.81,183242.46,2.75
2014-08-19,3.28,3.28,3.26,3.23,141009.94,-0.02,-0.61,3.282,3.281,3.22,172221.8,167758.15,180671.35,2.14
2014-08-18,3.26,3.31,3.28,3.26,106716.21,0.01,0.31,3.284,3.291,3.211,162842.55,190754.02,178374.56,1.62
2014-08-15,3.25,3.28,3.27,3.22,133191.39,0.0,0.0,3.284,3.284,3.201,165456.37,195184.75,178430.36,2.02
2014-08-14,3.32,3.34,3.27,3.26,162136.08,-0.06,-1.8,3.282,3.271,3.191,161647.19,204772.21,183253.33,2.46
2014-08-13,3.3,3.42,3.33,3.29,318055.38,0.06,1.83,3.278,3.265,3.179,169062.56,206141.92,180748.13,4.82
2014-08-12,3.28,3.28,3.27,3.25,94113.7,-0.01,-0.3,3.28,3.254,3.166,163294.5,204452.28,174160.6,1.43
2014-08-11,3.26,3.29,3.28,3.25,119785.29,0.02,0.61,3.298,3.241,3.155,218665.49,209756.82,183339.94,1.81
2014-08-08,3.29,3.3,3.26,3.23,114145.48,0.01,0.31,3.284,3.226,3.144,224913.14,217438.68,183605.04,1.73
2014-08-07,3.33,3.33,3.25,3.24,199212.94,-0.09,-2.69,3.26,3.21,3.132,247897.22,220172.81,189873.2,3.02
2014-08-06,3.33,3.34,3.34,3.25,289215.09,-0.02,-0.59,3.252,3.189,3.123,243221.28,209468.1,200224.79,4.38
2014-08-05,3.2,3.47,3.36,3.18,370968.66,0.15,4.67,3.228,3.158,3.102,245610.07,193584.55,194239.48,5.62
2014-08-04,3.14,3.23,3.21,3.13,151023.52,0.07,2.23,3.184,3.13,3.08,200848.14,165995.09,181843.66,2.29
2014-08-01,3.25,3.29,3.14,3.11,229065.91,-0.07,-2.18,3.168,3.118,3.064,209964.21,161675.96,178115.06,3.47
2014-07-31,3.2,3.24,3.21,3.15,175833.2,-0.01,-0.31,3.16,3.111,3.052,192448.39,161734.45,174663.08,2.66
2014-07-30,3.12,3.3,3.22,3.11,301159.06,0.08,2.55,3.126,3.092,3.036,175714.93,155354.34,173280.63,4.56
2014-07-29,3.12,3.16,3.14,3.11,147159.0,0.01,0.32,3.088,3.077,3.019,141559.03,143868.92,166095.42,2.23
2014-07-28,3.11,3.15,3.13,3.08,196603.89,0.03,0.97,3.076,3.069,3.003,131142.05,156923.06,161468.25,2.98
2014-07-25,3.04,3.11,3.1,3.03,141486.81,0.06,1.97,3.068,3.061,2.988,113387.71,149771.4,155922.91,2.14
2014-07-24,3.07,3.08,3.04,3.03,92165.89,0.01,0.33,3.062,3.054,2.973,131020.51,159573.59,153922.89,1.4
2014-07-23,3.08,3.09,3.03,3.02,130379.54,-0.05,-1.62,3.058,3.056,2.959,134993.76,190981.48,153820.82,1.98
2014-07-22,3.09,3.1,3.08,3.05,95074.1,-0.01,-0.32,3.066,3.045,2.945,146178.8,194894.41,149415.14,1.44
2014-07-21,3.06,3.11,3.09,3.03,107832.23,0.02,0.65,3.062,3.03,2.929,182704.07,197692.23,147020.79,1.63
2014-07-18,3.1,3.15,3.07,3.06,229650.8,0.05,1.66,3.054,3.01,2.913,186155.09,194554.16,144102.18,3.48
2014-07-17,3.06,3.11,3.02,3.01,112032.11,-0.05,-1.63,3.046,2.993,2.897,188126.67,187591.71,134502.13,1.7
2014-07-16,3.03,3.12,3.07,3.01,186304.78,0.01,0.33,3.054,2.979,2.883,246969.2,191206.91,131787.53,2.82
2014-07-15,3.02,3.17,3.06,2.98,277700.44,0.01,0.33,3.024,2.96,2.87,243610.01,188321.92,125182.16,4.21
2014-07-14,3.02,3.06,3.05,3.01,125087.34,0.02,0.66,2.998,2.937,2.858,212680.39,166013.44,115518.23,1.9
2014-07-11,3.01,3.07,3.03,3.0,239508.69,-0.03,-0.98,2.966,2.914,2.848,202953.23,162074.42,117336.25,3.63
2014-07-10,2.96,3.17,3.06,2.92,406244.75,0.14,4.79,2.94,2.891,2.838,187056.74,148272.19,109760.67,6.15
2014-07-09,2.92,3.02,2.92,2.88,169508.84,-0.01,-0.34,2.904,2.862,2.826,135444.63,116660.16,96103.44,2.57
2014-07-08,2.88,2.94,2.93,2.87,123052.32,0.04,1.38,2.896,2.844,2.82,133033.84,103935.88,90871.56,1.86
2014-07-07,2.89,2.93,2.89,2.88,76451.57,-0.01,-0.34,2.876,2.828,2.815,119346.5,96349.35,88066.36,1.16
2014-07-04,2.87,2.94,2.9,2.86,160026.22,0.02,0.69,2.862,2.815,2.81,121195.6,93650.2,87705.37,2.42
2014-07-03,2.88,2.93,2.88,2.86,148184.19,0.0,0.0,2.842,2.801,2.806,109487.65,81412.55,87448.06,2.25
2014-07-02,2.84,2.89,2.88,2.82,157454.88,0.05,1.77,2.82,2.787,2.802,97875.69,72368.16,87614.24,2.39
2014-07-01,2.82,2.83,2.83,2.8,54615.65,0.01,0.35,2.792,2.78,2.793,74837.93,62042.39,83249.4,0.83
2014-06-30,2.81,2.82,2.82,2.79,85697.06,0.02,0.71,2.78,2.779,2.79,73352.19,65023.02,82741.22,1.3
2014-06-27,2.77,2.82,2.8,2.75,101486.45,0.03,1.08,2.768,2.782,2.786,66104.8,72598.08,80274.7,1.54
2014-06-26,2.76,2.78,2.77,2.75,90124.42,0.03,1.09,2.76,2.784,2.784,53337.45,71249.14,78411.76,1.37
2014-06-25,2.77,2.78,2.74,2.73,42266.05,-0.03,-1.08,2.754,2.79,2.786,46860.62,75546.72,78344.86,0.64
2014-06-24,2.76,2.78,2.77,2.75,47186.96,0.01,0.36,2.768,2.796,2.788,49246.86,77807.23,79860.63,0.71
2014-06-23,2.76,2.79,2.76,2.75,49460.12,0.0,0.0,2.778,2.801,2.789,56693.84,79783.38,83820.5,0.75
2014-06-20,2.74,2.76,2.76,2.73,37649.68,0.02,0.73,2.796,2.804,2.788,79091.36,81760.54,83633.68,0.57
2014-06-19,2.8,2.82,2.74,2.73,57740.28,-0.07,-2.49,2.808,2.811,2.786,89160.84,93483.58,84594.1,0.87
2014-06-18,2.81,2.83,2.81,2.8,54197.25,-0.01,-0.35,2.826,2.816,2.786,104232.81,102860.33,84646.07,0.82
2014-06-17,2.83,2.86,2.82,2.81,84421.89,-0.03,-1.05,2.824,2.806,2.781,106367.6,104456.42,84541.48,1.28
2014-06-16,2.82,2.91,2.85,2.81,161447.69,0.03,1.06,2.824,2.8,2.776,102872.92,100459.43,82402.78,2.45
2014-06-13,2.82,2.84,2.82,2.78,87997.07,-0.01,-0.35,2.812,2.79,2.769,84429.71,87951.33,78101.25,1.33
2014-06-12,2.79,2.87,2.83,2.76,133100.16,0.03,1.07,2.814,2.784,2.764,97806.32,85574.38,76611.9,2.02
2014-06-11,2.82,2.82,2.8,2.77,64871.2,-0.02,-0.71,2.806,2.782,2.762,101487.85,81143.01,72451.23,0.98
2014-06-10,2.79,2.82,2.82,2.78,66948.46,0.03,1.07,2.788,2.779,2.763,102545.23,81914.03,73547.22,1.01
2014-06-09,2.79,2.82,2.79,2.78,69231.68,-0.04,-1.41,2.776,2.776,2.762,98045.94,87857.61,77599.69,1.05
2014-06-06,2.78,2.84,2.83,2.74,154880.11,0.04,1.43,2.768,2.771,2.757,91472.94,85506.82,76914.93,2.35
2014-06-05,2.71,2.85,2.79,2.7,151507.8,0.08,2.95,2.754,2.76,2.752,73342.43,75704.63,72972.35,2.3
2014-06-04,2.76,2.77,2.71,2.68,70158.1,-0.05,-1.81,2.758,2.755,2.749,60798.17,66431.8,69607.03,1.06
2014-06-03,2.75,2.79,2.76,2.75,44451.99,0.01,0.36,2.77,2.756,2.751,61282.83,64626.55,69346.88,0.67
2014-05-30,2.76,2.77,2.75,2.74,36366.68,-0.01,-0.36,2.776,2.751,2.75,77669.29,64346.13,69813.88,0.55
2014-05-29,2.8,2.81,2.76,2.75,64227.6,-0.05,-1.78,2.774,2.748,2.75,79540.71,68251.17,70364.35,0.97
2014-05-28,2.78,2.82,2.81,2.77,88786.49,0.04,1.44,2.766,2.744,2.749,78066.82,67649.42,69907.71,1.35
2014-05-27,2.76,2.78,2.77,2.74,72581.38,-0.02,-0.72,2.752,2.742,2.742,72065.43,63759.44,70400.59,1.1
2014-05-26,2.74,2.87,2.79,2.73,126384.29,0.05,1.82,2.742,2.747,2.744,67970.27,65180.41,71033.63,1.91
2014-05-23,2.72,2.74,2.74,2.71,45723.77,0.02,0.73,2.726,2.748,2.75,51022.97,67341.78,68954.22,0.69
2014-05-22,2.72,2.76,2.72,2.71,56858.17,-0.02,-0.73,2.722,2.743,2.757,56961.63,68323.04,73445.41,0.86
2014-05-21,2.72,2.74,2.74,2.68,58779.56,0.02,0.73,2.722,2.744,2.771,57232.01,70240.07,82133.92,0.89
2014-05-20,2.71,2.74,2.72,2.7,52105.58,0.01,0.37,2.732,2.742,2.788,55453.45,72782.26,81142.83,0.79
2014-05-19,2.71,2.72,2.71,2.68,41647.75,-0.01,-0.37,2.752,2.745,2.805,62390.54,74067.2,83118.37,0.63
2014-05-16,2.72,2.73,2.72,2.69,75417.08,0.0,0.0,2.77,2.748,2.821,83660.59,75281.64,90252.24,1.14
2014-05-15,2.78,2.79,2.72,2.71,58210.09,-0.07,-2.51,2.764,2.751,2.84,79684.46,72477.53,98806.22,0.88
2014-05-14,2.82,2.82,2.79,2.78,49886.74,-0.03,-1.06,2.766,2.753,2.862,83248.12,72166.0,103880.15,0.76
2014-05-13,2.8,2.85,2.82,2.78,86791.03,0.02,0.71,2.752,2.742,2.881,90111.07,77041.75,112552.2,1.31
2014-05-12,2.75,2.82,2.8,2.72,147998.0,0.06,2.19,2.738,2.741,2.899,85743.87,76886.86,123042.96,2.24
2014-05-09,2.72,2.74,2.69,2.67,55536.42,-0.04,-1.47,2.726,2.751,2.915,66902.69,70566.66,128683.32,0.84
2014-05-08,2.71,2.77,2.73,2.7,76028.4,0.01,0.37,2.738,2.771,2.934,65270.61,78567.77,132948.31,1.15
2014-05-07,2.73,2.78,2.72,2.71,84201.52,-0.03,-1.09,2.74,2.798,2.952,61083.87,94027.76,135766.86,1.28
2014-05-06,2.73,2.78,2.75,2.72,64955.01,0.01,0.36,2.732,2.833,2.97,63972.42,89503.4,141095.13,0.98
2014-05-05,2.74,2.75,2.74,2.69,53792.11,-0.01,-0.36,2.744,2.864,2.985,68029.86,92169.54,149977.02,0.81
2014-04-30,2.74,2.75,2.75,2.71,47376.02,0.01,0.36,2.776,2.893,3.004,74230.64,105222.85,162087.09,0.72
2014-04-29,2.69,2.74,2.74,2.68,55094.71,0.06,2.24,2.804,2.929,3.027,91864.93,125134.91,185437.65,0.83
2014-04-28,2.8,2.81,2.68,2.68,98644.26,-0.13,-4.63,2.856,2.97,3.058,126971.66,135594.3,230957.29,1.49
2014-04-25,2.9,2.92,2.81,2.81,85242.18,-0.09,-3.1,2.934,3.02,3.083,115034.37,148062.66,240796.72,1.29
2014-04-24,2.88,2.92,2.9,2.87,84796.01,0.01,0.35,2.984,3.056,3.101,116309.21,169199.06,256521.43,1.28
2014-04-23,2.96,2.99,2.89,2.87,135547.5,-0.11,-3.67,3.01,3.078,3.116,136215.06,186799.98,279305.82,2.05
2014-04-22,3.1,3.18,3.0,2.91,230628.33,-0.07,-2.28,3.054,3.097,3.136,158404.88,187328.86,320141.22,3.49
2014-04-15,3.06,3.08,3.07,3.04,38957.85,0.01,0.33,3.084,3.105,3.147,144216.94,177505.95,339681.49,0.59
2014-04-14,3.01,3.08,3.06,3.01,91616.38,0.03,0.99,3.106,3.107,3.141,181090.95,192686.87,361389.14,1.39
2014-04-11,3.09,3.09,3.03,3.02,184325.23,-0.08,-2.57,3.128,3.106,3.136,222088.9,207784.51,396284.25,2.79
2014-04-10,3.14,3.16,3.11,3.1,246496.62,-0.04,-1.27,3.146,3.115,3.128,237384.9,218951.33,397099.88,3.73
2014-04-09,3.18,3.18,3.15,3.13,159688.62,-0.03,-0.94,3.14,3.124,3.103,216252.83,245740.39,386371.12,2.42
2014-04-08,3.13,3.2,3.18,3.1,223327.89,0.01,0.32,3.126,3.145,3.077,210794.95,326320.27,379636.53,3.38
2014-04-04,3.1,3.22,3.17,3.08,296606.12,0.05,1.6,3.108,3.145,3.048,204282.79,333530.77,370457.56,4.49
2014-04-03,3.08,3.16,3.12,3.03,260805.27,0.04,1.3,3.084,3.146,3.022,193480.12,343843.8,357293.99,3.95
2014-04-02,3.06,3.13,3.08,3.05,140836.25,0.0,0.0,3.084,3.154,3.001,200517.76,371811.67,346461.34,2.13
2014-04-01,3.06,3.09,3.08,3.02,132399.22,-0.01,-0.32,3.108,3.174,2.982,275227.94,452953.57,341887.67,2.01
2014-03-31,3.05,3.15,3.09,3.03,190767.08,0.04,1.31,3.164,3.189,2.964,441845.6,501857.03,337708.17,2.89
2014-03-28,3.11,3.16,3.05,3.03,242592.78,-0.07,-2.24,3.182,3.174,2.946,462778.75,530091.42,331016.84,3.68
2014-03-27,3.17,3.2,3.12,3.11,295993.47,-0.08,-2.5,3.208,3.166,2.93,494207.48,584784.0,322305.8,4.48
2014-03-26,3.28,3.3,3.2,3.17,514387.16,-0.16,-4.76,3.224,3.141,2.91,543105.58,575248.42,313732.02,7.79
2014-03-25,3.16,3.5,3.36,3.15,965487.5,0.18,5.66,3.24,3.082,2.881,630679.21,527001.85,289809.86,14.63
2014-03-24,3.2,3.28,3.18,3.15,295432.84,0.0,0.0,3.214,3.008,2.843,561868.46,432952.79,243443.39,4.48
2014-03-21,3.15,3.22,3.18,3.06,399736.44,-0.02,-0.62,3.166,2.95,2.817,597404.09,407384.34,230343.23,6.06
2014-03-20,3.15,3.33,3.2,3.14,540483.94,-0.08,-2.44,3.124,2.898,2.792,675360.51,370744.19,212932.49,8.19
2014-03-19,3.15,3.45,3.28,3.11,952255.31,0.05,1.55,3.058,2.847,2.769,607391.26,321111.01,189477.09,14.43
2014-03-18,2.91,3.23,3.23,2.86,621433.75,0.29,9.86,2.924,2.79,2.741,423324.5,230821.77,144930.38,9.42
2014-03-17,2.95,3.12,2.94,2.9,473111.0,-0.03,-1.01,2.802,2.738,2.714,304037.12,173559.31,116169.75,7.17
2014-03-14,3.1,3.1,2.97,2.88,789518.56,0.1,3.48,2.734,2.718,2.703,217364.6,131942.27,95210.83,11.96
2014-03-13,2.87,2.87,2.87,2.87,200637.7,0.26,9.96,2.672,2.693,2.688,66127.86,59827.61,57592.86,3.04
2014-03-12,2.62,2.63,2.61,2.57,31921.5,-0.01,-0.38,2.636,2.678,2.676,34830.76,52215.61,50089.34,0.48
